user_id,mean_events_per_session,mean_session_duration,mean_session_closed,mean_session_accepted,mean_nb_topics,active_days,mean_events,time_var,weekend_ratio,commit_time_CLOZE_MATH_x,commit_time_CLOZE_TEXT_x,commit_time_CLOZE_TEXT_DROPDOWN_x,commit_time_DND_GROUP_x,commit_time_DND_IN_TEXT_x,commit_time_DND_ORDER_x,commit_time_DND_PAIRS_x,commit_time_FIX_TEXT_x,commit_time_GRAPH_CLICK_POINTS_x,commit_time_GRAPH_SELECT_SHAPE_x,commit_time_GRAPH_SOLUTION_FIELD_x,commit_time_HIGHLIGHT_x,commit_time_MATH_STEP_BY_STEP_x,commit_time_MULTIPLE_CHOICE_x,commit_time_MULTI_COLOR_HIGHLIGHT_x,commit_time_OPEN_TASK_x,commit_time_SEPARATE_TEXT_x,commit_time_SOLUTION_FIELD_x,commit_time_CLOZE_MATH_y,commit_time_CLOZE_TEXT_y,commit_time_CLOZE_TEXT_DROPDOWN_y,commit_time_DND_GROUP_y,commit_time_DND_IN_TEXT_y,commit_time_DND_ORDER_y,commit_time_DND_PAIRS_y,commit_time_FIX_TEXT_y,commit_time_GRAPH_CLICK_POINTS_y,commit_time_GRAPH_SELECT_SHAPE_y,commit_time_GRAPH_SOLUTION_FIELD_y,commit_time_HIGHLIGHT_y,commit_time_MATH_STEP_BY_STEP_y,commit_time_MULTIPLE_CHOICE_y,commit_time_MULTI_COLOR_HIGHLIGHT_y,commit_time_OPEN_TASK_y,commit_time_SEPARATE_TEXT_y,commit_time_SOLUTION_FIELD_y,task_type_diversity,preferred_task_type
387604,18.114754098360656,12963.096278142075,0.9821428571428571,0.8260869565217391,0.9180327868852459,100,8.113237639553429,33.56656064916447,0.04560644780813839,,0 days 00:01:05.039000064,0 days 00:00:48.524999936,17 days 01:54:46.311500032,7 days 20:38:28.539500032,15 days 23:37:36.507500032,1 days 00:15:06.927000064,1 days 03:38:11.718999808,,,,0 days 00:01:48.039500032,,0 days 00:05:46.570999808,0 days 12:20:22.788999936,0 days 01:25:13.166499968,25 days 04:43:41.085999872,,,0 days 00:01:05.039000064,0 days 00:00:48.524999936,17 days 01:54:46.311500032,7 days 20:38:28.539500032,15 days 23:37:36.507500032,1 days 00:15:06.927000064,1 days 03:38:11.718999808,,,,0 days 00:01:48.039500032,,0 days 00:05:46.570999808,0 days 12:20:22.788999936,0 days 01:25:13.166499968,25 days 04:43:41.085999872,,12,CLOZE_TEXT_DROPDOWN
387605,11.074626865671641,29595.66152960199,0.984375,1.0,0.9552238805970149,54,5.748006379585327,34.340946623946316,0.18590455049944507,0 days 00:03:14.523499904,0 days 00:01:03.322000128,0 days 00:01:01.638999808,201 days 08:44:32.490000,0 days 00:00:38.780000256,11 days 09:36:40.265999872,0 days 00:11:10.410000128,0 days 00:01:31.936999936,0 days 00:01:25.619000064,1 days 22:37:57.304500096,31 days 01:28:56.443000064,0 days 09:18:59.422000,5 days 12:08:53.338499840,0 days 00:05:29.750000128,11 days 07:09:13.932000,0 days 00:00:40.947499904,0 days 00:03:13.527499904,0 days 00:02:54.262000,0 days 00:03:14.523499904,0 days 00:01:03.322000128,0 days 00:01:01.638999808,201 days 08:44:32.490000,0 days 00:00:38.780000256,11 days 09:36:40.265999872,0 days 00:11:10.410000128,0 days 00:01:31.936999936,0 days 00:01:25.619000064,1 days 22:37:57.304500096,31 days 01:28:56.443000064,0 days 09:18:59.422000,5 days 12:08:53.338499840,0 days 00:05:29.750000128,11 days 07:09:13.932000,0 days 00:00:40.947499904,0 days 00:03:13.527499904,0 days 00:02:54.262000,18,SOLUTION_FIELD
387608,15.129032258064516,11904.947316666667,1.0,1.0,0.5483870967741935,87,3.762360446570973,14.224331834734159,0.1301398897838067,11 days 20:12:37.528000128,,2 days 00:23:39.792999936,42 days 03:48:40.630000128,,39 days 13:48:04.838999936,11 days 00:57:35.508999936,,34 days 02:14:24.054999808,0 days 00:07:28.003000064,,,0 days 00:04:31.119000064,0 days 00:01:07.614000128,,,,9 days 15:50:39.871000064,11 days 20:12:37.528000128,,2 days 00:23:39.792999936,42 days 03:48:40.630000128,,39 days 13:48:04.838999936,11 days 00:57:35.508999936,,34 days 02:14:24.054999808,0 days 00:07:28.003000064,,,0 days 00:04:31.119000064,0 days 00:01:07.614000128,,,,9 days 15:50:39.871000064,10,MULTIPLE_CHOICE
387613,7.75,1.0197333333333334,0.75,1.0,1.0,5,0.3397129186602871,4.9719084905958155,0.0892018779342723,,,,,,,,,,,,,0 days 00:00:56.690000128,,,,,54 days 22:26:59.431000064,,,,,,,,,,,,,0 days 00:00:56.690000128,,,,,54 days 22:26:59.431000064,2,MATH_STEP_BY_STEP
387615,24.0,9.675450000000001,1.0,1.0,1.0,12,0.8532695374800638,8.69656213495706,0.14579439252336449,,,4 days 10:10:38.096000,,,,,,,,,,,0 days 00:01:13.706000128,,,,,,,4 days 10:10:38.096000,,,,,,,,,,,0 days 00:01:13.706000128,,,,,3,MULTIPLE_CHOICE
387643,38.81818181818182,762.576706060606,0.9090909090909091,1.0,1.0,10,1.6794258373205742,16.230398086123078,0.13010446343779677,,0 days 00:01:49.929499904,0 days 00:24:56.681999872,,,,0 days 00:03:12.407500032,0 days 00:05:50.173500032,,,,0 days 00:01:45.429999872,,0 days 00:00:12.761500032,2 days 14:31:40.856499968,,,,,0 days 00:01:49.929499904,0 days 00:24:56.681999872,,,,0 days 00:03:12.407500032,0 days 00:05:50.173500032,,,,0 days 00:01:45.429999872,,0 days 00:00:12.761500032,2 days 14:31:40.856499968,,,,8,CLOZE_TEXT
387644,18.3,16516.362610833334,1.0,0.8888888888888888,0.95,61,4.964912280701754,25.083669192843402,0.22004497269514936,,0 days 00:01:01.715000064,0 days 00:03:43.204999936,,0 days 00:07:27.734000128,,0 days 00:06:00.027000064,0 days 00:00:24.436000,,,,25 days 22:52:38.988000,,0 days 00:00:30.531000064,52 days 00:11:13.734000128,177 days 00:38:48.061999872,,,,0 days 00:01:01.715000064,0 days 00:03:43.204999936,,0 days 00:07:27.734000128,,0 days 00:06:00.027000064,0 days 00:00:24.436000,,,,25 days 22:52:38.988000,,0 days 00:00:30.531000064,52 days 00:11:13.734000128,177 days 00:38:48.061999872,,,10,CLOZE_TEXT
387650,4.244897959183674,434.43848639455786,1.0,1.0,0.36054421768707484,82,6.716108452950558,23.284785970137715,0.15269532177630016,5 days 18:14:51.408000,,0 days 12:29:07.798499968,,,245 days 02:04:37.323000064,154 days 18:52:47.486999808,,,,,,,0 days 00:04:39.089500032,,,,0 days 00:01:21.627500032,5 days 18:14:51.408000,,0 days 12:29:07.798499968,,,245 days 02:04:37.323000064,154 days 18:52:47.486999808,,,,,,,0 days 00:04:39.089500032,,,,0 days 00:01:21.627500032,13,MULTIPLE_CHOICE
387666,15.428571428571429,3913.4624412698413,1.0,1.0,1.0,18,3.215311004784689,22.580489083351843,0.07837301587301587,0 days 01:53:20.867000064,0 days 00:00:23.234000,0 days 00:10:48.864499968,1 days 11:16:35.246499968,,3 days 04:46:34.724000256,0 days 19:07:22.632000,,0 days 09:39:20.951000064,0 days 00:03:53.697499904,,6 days 18:35:04.119500032,0 days 00:02:35.922999808,0 days 00:05:06.947999872,,,,0 days 08:12:17.196000,0 days 01:53:20.867000064,0 days 00:00:23.234000,0 days 00:10:48.864499968,1 days 11:16:35.246499968,,3 days 04:46:34.724000256,0 days 19:07:22.632000,,0 days 09:39:20.951000064,0 days 00:03:53.697499904,,6 days 18:35:04.119500032,0 days 00:02:35.922999808,0 days 00:05:06.947999872,,,,0 days 08:12:17.196000,15,MULTIPLE_CHOICE
387667,15.851428571428572,2343.710095142857,0.9942857142857143,1.0,1.0,17,7.67304625199362,72.55193110344982,0.28497193930575765,0 days 00:04:05.975000064,0 days 00:00:30.133500032,0 days 00:12:31.160000,0 days 00:20:01.899500032,,0 days 12:17:32.666499968,0 days 00:21:18.781000192,,0 days 00:44:32.040999936,0 days 10:56:42.439000064,0 days 00:03:47.029000192,0 days 00:02:01.468999936,0 days 00:01:36.275000064,0 days 00:02:13.439500032,,,,0 days 00:05:39.360000,0 days 00:04:05.975000064,0 days 00:00:30.133500032,0 days 00:12:31.160000,0 days 00:20:01.899500032,,0 days 12:17:32.666499968,0 days 00:21:18.781000192,,0 days 00:44:32.040999936,0 days 10:56:42.439000064,0 days 00:03:47.029000192,0 days 00:02:01.468999936,0 days 00:01:36.275000064,0 days 00:02:13.439500032,,,,0 days 00:05:39.360000,14,MULTIPLE_CHOICE
387668,16.41269841269841,1313.8347051587302,1.0,1.0,1.0,15,9.569377990430622,93.2376616652697,0.46,0 days 00:08:56.468999936,0 days 00:00:23.440000,0 days 00:12:12.592499968,0 days 03:12:24.803500160,0 days 00:04:41.108000256,0 days 06:03:46.312999936,0 days 00:26:46.207000064,,0 days 00:09:43.291000064,0 days 00:26:26.520999936,0 days 00:03:48.007000064,0 days 00:02:23.015000064,0 days 00:03:15.787500032,0 days 00:04:01.584999936,,,,0 days 00:09:30.537999872,0 days 00:08:56.468999936,0 days 00:00:23.440000,0 days 00:12:12.592499968,0 days 03:12:24.803500160,0 days 00:04:41.108000256,0 days 06:03:46.312999936,0 days 00:26:46.207000064,,0 days 00:09:43.291000064,0 days 00:26:26.520999936,0 days 00:03:48.007000064,0 days 00:02:23.015000064,0 days 00:03:15.787500032,0 days 00:04:01.584999936,,,,0 days 00:09:30.537999872,14,MULTIPLE_CHOICE
387669,12.057142857142857,1454.0214183333335,1.0,1.0,1.0,25,4.720893141945774,38.91434347736703,0.17804054054054055,0 days 00:05:27.367499904,0 days 00:00:55.338000,1 days 06:02:48.995000064,0 days 00:37:11,,0 days 03:35:00.897999872,0 days 19:57:33.663500032,,0 days 00:06:42.199000064,0 days 00:24:40.509000192,0 days 00:08:07.463500032,0 days 00:01:58.807000064,0 days 00:12:38.593000064,0 days 00:06:27.302999936,,,,0 days 00:31:00.184000,0 days 00:05:27.367499904,0 days 00:00:55.338000,1 days 06:02:48.995000064,0 days 00:37:11,,0 days 03:35:00.897999872,0 days 19:57:33.663500032,,0 days 00:06:42.199000064,0 days 00:24:40.509000192,0 days 00:08:07.463500032,0 days 00:01:58.807000064,0 days 00:12:38.593000064,0 days 00:06:27.302999936,,,,0 days 00:31:00.184000,14,MULTIPLE_CHOICE
387670,17.514285714285716,586.117279047619,1.0,1.0,1.0,10,1.9505582137161084,25.10124760797829,0.0,0 days 00:05:07.204000,0 days 00:00:21.760500096,0 days 05:34:03.780000,0 days 10:43:57.901000192,,0 days 03:05:49.267499904,0 days 13:21:34.012000,,,0 days 00:04:45.022000,0 days 00:01:14.796000,6 days 23:39:30.156000,0 days 00:04:58.267499904,0 days 00:01:32.836000,,,,0 days 00:02:52.378000,0 days 00:05:07.204000,0 days 00:00:21.760500096,0 days 05:34:03.780000,0 days 10:43:57.901000192,,0 days 03:05:49.267499904,0 days 13:21:34.012000,,,0 days 00:04:45.022000,0 days 00:01:14.796000,6 days 23:39:30.156000,0 days 00:04:58.267499904,0 days 00:01:32.836000,,,,0 days 00:02:52.378000,13,MULTIPLE_CHOICE
387671,18.071428571428573,57252.494264285706,0.9285714285714286,1.0,1.0,14,1.2137161084529506,10.061739288529177,0.0,0 days 18:10:43.034000128,0 days 00:00:26.720999936,0 days 00:14:46.760999936,0 days 07:53:46.504500096,0 days 00:01:08.912999936,,0 days 07:53:18.824000,,,,0 days 00:04:25.225500032,0 days 00:02:49.779000064,,0 days 00:05:31.641499904,,,,0 days 02:15:57.017000192,0 days 18:10:43.034000128,0 days 00:00:26.720999936,0 days 00:14:46.760999936,0 days 07:53:46.504500096,0 days 00:01:08.912999936,,0 days 07:53:18.824000,,,,0 days 00:04:25.225500032,0 days 00:02:49.779000064,,0 days 00:05:31.641499904,,,,0 days 02:15:57.017000192,12,GRAPH_SOLUTION_FIELD
387672,18.5,925.5401585784314,1.0,1.0,1.0,24,3.503987240829346,27.174173160409367,0.004551661356395084,0 days 00:04:33.555000064,,0 days 00:04:18.140500096,0 days 00:16:47.066000128,,0 days 00:03:32.611000064,0 days 00:10:59.947000064,,0 days 01:07:56.933999872,0 days 00:08:23.217999872,0 days 00:04:39.350499968,,0 days 00:02:29.327000064,0 days 00:02:06.812999936,,,,0 days 00:06:57.889000192,0 days 00:04:33.555000064,,0 days 00:04:18.140500096,0 days 00:16:47.066000128,,0 days 00:03:32.611000064,0 days 00:10:59.947000064,,0 days 01:07:56.933999872,0 days 00:08:23.217999872,0 days 00:04:39.350499968,,0 days 00:02:29.327000064,0 days 00:02:06.812999936,,,,0 days 00:06:57.889000192,12,MULTIPLE_CHOICE
387673,16.38095238095238,155.1009007936508,0.9523809523809523,1.0,1.0,10,1.2966507177033493,17.834920289578942,0.5018450184501845,0 days 00:09:51.146499968,0 days 00:00:17.391500032,0 days 00:01:49.805000192,1 days 12:56:58.320000,,,0 days 00:20:33.614000,,0 days 00:10:10.196000,0 days 00:08:11.563500032,0 days 00:03:07.560000,0 days 00:01:27.308000,,0 days 00:03:33.929999872,,,,0 days 04:44:43.148000,0 days 00:09:51.146499968,0 days 00:00:17.391500032,0 days 00:01:49.805000192,1 days 12:56:58.320000,,,0 days 00:20:33.614000,,0 days 00:10:10.196000,0 days 00:08:11.563500032,0 days 00:03:07.560000,0 days 00:01:27.308000,,0 days 00:03:33.929999872,,,,0 days 04:44:43.148000,11,MULTIPLE_CHOICE
387674,14.098039215686274,8835.98215882353,1.0,1.0,1.0,14,2.7735247208931417,27.188427829575474,0.01437607820586544,0 days 16:24:36.330000,0 days 00:00:36.810000128,0 days 00:10:10.412000,0 days 00:04:58.344000,,0 days 00:02:13.124999936,0 days 00:00:55.701999872,0 days 00:01:01.288000,0 days 00:23:22.788999936,0 days 00:05:23.900000,0 days 00:03:38.020499968,0 days 00:01:24.466999936,0 days 00:06:37.728000,0 days 00:01:20.038999808,,,0 days 00:13:02.954000128,0 days 04:12:55.407000192,0 days 16:24:36.330000,0 days 00:00:36.810000128,0 days 00:10:10.412000,0 days 00:04:58.344000,,0 days 00:02:13.124999936,0 days 00:00:55.701999872,0 days 00:01:01.288000,0 days 00:23:22.788999936,0 days 00:05:23.900000,0 days 00:03:38.020499968,0 days 00:01:24.466999936,0 days 00:06:37.728000,0 days 00:01:20.038999808,,,0 days 00:13:02.954000128,0 days 04:12:55.407000192,16,MULTIPLE_CHOICE
387676,14.229166666666666,1678.3162413194443,1.0,0.9473684210526315,1.0,18,3.917065390749601,35.513973477225605,0.3574918566775244,0 days 00:07:43.328999936,,136 days 23:30:49.829999872,69 days 00:04:21.032499968,,0 days 07:23:40.742000128,0 days 00:04:24.329999872,,,0 days 01:57:21.938499968,,,0 days 00:03:50.755999744,0 days 00:03:55.919499904,,,,0 days 00:06:46.197999872,0 days 00:07:43.328999936,,136 days 23:30:49.829999872,69 days 00:04:21.032499968,,0 days 07:23:40.742000128,0 days 00:04:24.329999872,,,0 days 01:57:21.938499968,,,0 days 00:03:50.755999744,0 days 00:03:55.919499904,,,,0 days 00:06:46.197999872,11,MULTIPLE_CHOICE
387677,18.31168831168831,2447.346098917749,0.987012987012987,0.9629629629629629,1.0,21,4.3413078149920254,33.10350116439659,0.23438648052902278,0 days 00:02:28.227000064,0 days 00:00:24.862499968,0 days 00:19:57.003000064,0 days 06:43:53.055499904,,0 days 00:45:48.933999872,0 days 00:08:03.108000,,,0 days 00:01:53.068499968,0 days 00:01:09.642999808,,0 days 00:04:58.789500032,0 days 00:01:34.300999936,,,,0 days 00:03:02.164000,0 days 00:02:28.227000064,0 days 00:00:24.862499968,0 days 00:19:57.003000064,0 days 06:43:53.055499904,,0 days 00:45:48.933999872,0 days 00:08:03.108000,,,0 days 00:01:53.068499968,0 days 00:01:09.642999808,,0 days 00:04:58.789500032,0 days 00:01:34.300999936,,,,0 days 00:03:02.164000,13,MULTIPLE_CHOICE
387678,21.01219512195122,1154.1798400406506,1.0,1.0,1.0,29,6.339712918660287,42.012637706694825,0.12603773584905661,0 days 00:08:20.244499968,,0 days 02:24:37.065000192,0 days 18:02:49.487500032,154 days 01:20:27.065999872,1 days 01:39:17.867000064,0 days 00:26:10.780999936,,0 days 00:27:02.272999936,0 days 00:02:11.940999936,0 days 02:51:30.837500032,,0 days 00:23:59.277000192,0 days 00:06:33.766999808,0 days 00:04:13.563000064,,,0 days 00:30:28.862999808,0 days 00:08:20.244499968,,0 days 02:24:37.065000192,0 days 18:02:49.487500032,154 days 01:20:27.065999872,1 days 01:39:17.867000064,0 days 00:26:10.780999936,,0 days 00:27:02.272999936,0 days 00:02:11.940999936,0 days 02:51:30.837500032,,0 days 00:23:59.277000192,0 days 00:06:33.766999808,0 days 00:04:13.563000064,,,0 days 00:30:28.862999808,13,MULTIPLE_CHOICE
387679,15.976744186046512,783.4772849806202,1.0,0.9479166666666666,1.0,25,7.6746411483253585,70.69015805158631,0.11388196176226101,0 days 00:02:30.367000064,0 days 00:00:15.033000064,0 days 00:10:55.088999936,0 days 00:21:56.048000,75 days 11:38:35.808500096,0 days 00:52:36.923000064,0 days 00:06:57.779500032,,0 days 00:02:02.552999936,0 days 00:01:47.017500032,0 days 02:57:15.814000,0 days 00:01:30.130000128,0 days 00:05:01.487500160,0 days 00:01:31.632999936,,,,0 days 00:04:41.151500160,0 days 00:02:30.367000064,0 days 00:00:15.033000064,0 days 00:10:55.088999936,0 days 00:21:56.048000,75 days 11:38:35.808500096,0 days 00:52:36.923000064,0 days 00:06:57.779500032,,0 days 00:02:02.552999936,0 days 00:01:47.017500032,0 days 02:57:15.814000,0 days 00:01:30.130000128,0 days 00:05:01.487500160,0 days 00:01:31.632999936,,,,0 days 00:04:41.151500160,14,MULTIPLE_CHOICE
387681,27.954545454545453,5539.785161363637,1.0,1.0,1.0,18,2.8803827751196174,29.40191982354415,0.26688815060908083,0 days 00:09:36.643000064,0 days 00:00:25.600000128,0 days 00:04:18.188500096,0 days 00:51:53.474000128,8 days 19:18:41.246000128,,0 days 00:15:38.868000256,,,0 days 10:19:55.162999936,0 days 00:09:14.187499904,0 days 00:02:52.892999936,0 days 00:03:18.440000,0 days 00:11:17.409499904,,,,0 days 00:03:49.764999936,0 days 00:09:36.643000064,0 days 00:00:25.600000128,0 days 00:04:18.188500096,0 days 00:51:53.474000128,8 days 19:18:41.246000128,,0 days 00:15:38.868000256,,,0 days 10:19:55.162999936,0 days 00:09:14.187499904,0 days 00:02:52.892999936,0 days 00:03:18.440000,0 days 00:11:17.409499904,,,,0 days 00:03:49.764999936,13,CLOZE_MATH
387682,13.788135593220339,407.7975512711864,0.9915254237288136,1.0,1.0,19,6.186602870813397,51.53774582915273,0.06006702758442898,0 days 00:06:22.708999936,0 days 00:00:15.771000064,0 days 03:03:35.874999808,1 days 07:04:12.913000192,0 days 00:04:41.220000,0 days 19:42:15.105999872,0 days 00:30:25.325499904,,0 days 02:13:34.176999936,0 days 00:03:18.566000,0 days 00:05:17.166000128,6 days 23:39:29.015000064,0 days 00:06:24.827000064,0 days 00:01:21.802000128,,,,0 days 00:02:42.896000,0 days 00:06:22.708999936,0 days 00:00:15.771000064,0 days 03:03:35.874999808,1 days 07:04:12.913000192,0 days 00:04:41.220000,0 days 19:42:15.105999872,0 days 00:30:25.325499904,,0 days 02:13:34.176999936,0 days 00:03:18.566000,0 days 00:05:17.166000128,6 days 23:39:29.015000064,0 days 00:06:24.827000064,0 days 00:01:21.802000128,,,,0 days 00:02:42.896000,15,MULTIPLE_CHOICE
387683,54.333333333333336,4028.275543859649,1.0,0.5714285714285714,1.0,19,8.763955342902712,85.32485438243997,0.18962693357597815,0 days 00:02:21.823499904,0 days 00:00:26.436000,0 days 00:19:09.441500160,0 days 02:32:35.370000128,0 days 00:19:10.150000128,0 days 07:40:28.934000,0 days 00:16:38.644999936,,0 days 00:49:36.830499968,0 days 00:01:15.992000,0 days 00:07:27.684000,0 days 00:01:37.656999936,76 days 12:09:43.078000,0 days 00:02:40.536999936,,,,0 days 00:08:38.994500096,0 days 00:02:21.823499904,0 days 00:00:26.436000,0 days 00:19:09.441500160,0 days 02:32:35.370000128,0 days 00:19:10.150000128,0 days 07:40:28.934000,0 days 00:16:38.644999936,,0 days 00:49:36.830499968,0 days 00:01:15.992000,0 days 00:07:27.684000,0 days 00:01:37.656999936,76 days 12:09:43.078000,0 days 00:02:40.536999936,,,,0 days 00:08:38.994500096,14,MULTIPLE_CHOICE
387684,31.966666666666665,9293.209128888888,1.0,0.9444444444444444,1.0,17,2.952153110047847,23.925488854403927,0.25337655321447866,0 days 00:04:17.140999936,,0 days 00:15:35.734999936,0 days 02:40:31.380999936,0 days 04:50:51.392000,0 days 00:28:30.593000064,0 days 00:19:09.282499840,,15 days 20:00:16.676999936,23 days 12:12:21.416499968,0 days 00:18:28.264000,,,0 days 00:02:45.351000064,,,,0 days 00:05:34.464999936,0 days 00:04:17.140999936,,0 days 00:15:35.734999936,0 days 02:40:31.380999936,0 days 04:50:51.392000,0 days 00:28:30.593000064,0 days 00:19:09.282499840,,15 days 20:00:16.676999936,23 days 12:12:21.416499968,0 days 00:18:28.264000,,,0 days 00:02:45.351000064,,,,0 days 00:05:34.464999936,12,MULTIPLE_CHOICE
387685,3.0,0.24266666666666667,0.0,1.0,1.0,1,0.1419457735247209,3.5543176340473956,0.0,,0 days 00:00:15.949999872,,,,,,,,,,0 days 00:05:29.726000128,,,,,,,,0 days 00:00:15.949999872,,,,,,,,,,0 days 00:05:29.726000128,,,,,,,2,CLOZE_TEXT
387706,6.0,0.49616666666666664,1.0,,1.0,2,0.10845295055821372,2.59842210640805,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
387710,62.666666666666664,107032.77962222222,0.6666666666666666,1.0,1.0,5,0.7799043062200957,11.465298859868321,0.0,,0 days 00:00:33.777499904,,,,,,,,104 days 12:00:32.160000,,0 days 00:01:59.035999744,,0 days 00:02:38.141500032,,,,,,0 days 00:00:33.777499904,,,,,,,,104 days 12:00:32.160000,,0 days 00:01:59.035999744,,0 days 00:02:38.141500032,,,,,5,CLOZE_TEXT
387711,14.183673469387756,6612.783943197279,1.0,0.9259259259259259,1.0,13,3.274322169059011,37.629368258982915,0.0628348757915246,0 days 00:00:08.278000128,0 days 06:00:03.210499968,0 days 00:00:06.336000,0 days 00:00:07.824999936,0 days 00:00:22.035000064,,0 days 00:00:13.000499968,,0 days 00:00:11.054000128,0 days 00:00:03.339000064,0 days 00:00:02.029499904,,0 days 00:00:01.195500032,0 days 00:00:03.145999872,,,,0 days 00:00:03.235499904,0 days 00:00:08.278000128,0 days 06:00:03.210499968,0 days 00:00:06.336000,0 days 00:00:07.824999936,0 days 00:00:22.035000064,,0 days 00:00:13.000499968,,0 days 00:00:11.054000128,0 days 00:00:03.339000064,0 days 00:00:02.029499904,,0 days 00:00:01.195500032,0 days 00:00:03.145999872,,,,0 days 00:00:03.235499904,14,MULTIPLE_CHOICE
387712,19.53676470588235,2365.1245835784316,1.0,0.975609756097561,1.0,37,7.759170653907496,40.778577559908605,0.1354573484069887,0 days 00:04:45.781999872,0 days 00:01:02.052000,0 days 00:08:23.005500032,0 days 15:02:23.245000064,,0 days 00:24:52.246000,0 days 00:40:02.335500032,0 days 00:00:23.947000064,0 days 00:02:46.741000064,0 days 01:23:05.480999936,0 days 05:22:04.937000192,0 days 00:02:21.538000128,0 days 00:04:03.556000,0 days 00:02:30.868000,,0 days 00:01:13.589000064,,0 days 00:06:34.718000,0 days 00:04:45.781999872,0 days 00:01:02.052000,0 days 00:08:23.005500032,0 days 15:02:23.245000064,,0 days 00:24:52.246000,0 days 00:40:02.335500032,0 days 00:00:23.947000064,0 days 00:02:46.741000064,0 days 01:23:05.480999936,0 days 05:22:04.937000192,0 days 00:02:21.538000128,0 days 00:04:03.556000,0 days 00:02:30.868000,,0 days 00:01:13.589000064,,0 days 00:06:34.718000,18,MULTIPLE_CHOICE
387713,18.922619047619047,2366.048115277778,0.9940476190476191,1.0,1.0,30,9.242424242424242,63.971303864117985,0.0006902502157031924,0 days 00:06:50.292500096,0 days 00:00:23.700999936,0 days 00:26:57.768999936,0 days 12:33:44.142000,,0 days 00:24:03.378000128,0 days 00:49:06.204999936,,0 days 06:00:03.222499968,0 days 00:01:11.528000,0 days 01:31:02.714000128,0 days 00:01:06.632000,0 days 00:02:46.442499968,0 days 00:03:38.352999936,,,,0 days 00:04:23.464000,0 days 00:06:50.292500096,0 days 00:00:23.700999936,0 days 00:26:57.768999936,0 days 12:33:44.142000,,0 days 00:24:03.378000128,0 days 00:49:06.204999936,,0 days 06:00:03.222499968,0 days 00:01:11.528000,0 days 01:31:02.714000128,0 days 00:01:06.632000,0 days 00:02:46.442499968,0 days 00:03:38.352999936,,,,0 days 00:04:23.464000,15,MULTIPLE_CHOICE
387715,18.851063829787233,3026.4837962765955,0.9893617021276596,0.9859154929577465,1.0,32,6.347687400318979,47.10945388774752,0.12814070351758794,0 days 00:06:41.888000,0 days 00:00:31.679499904,0 days 00:33:50.104499968,0 days 00:30:22.089999872,,29 days 22:07:29.917999872,0 days 00:22:22.757499904,,,0 days 05:51:20.876000256,0 days 00:08:40.278000128,0 days 00:06:43.960500096,0 days 00:04:38.015000064,0 days 00:02:33.397999872,,,,0 days 00:04:30.456000,0 days 00:06:41.888000,0 days 00:00:31.679499904,0 days 00:33:50.104499968,0 days 00:30:22.089999872,,29 days 22:07:29.917999872,0 days 00:22:22.757499904,,,0 days 05:51:20.876000256,0 days 00:08:40.278000128,0 days 00:06:43.960500096,0 days 00:04:38.015000064,0 days 00:02:33.397999872,,,,0 days 00:04:30.456000,15,MULTIPLE_CHOICE
387716,24.333333333333332,688.1479261437909,1.0,1.0,1.0,22,4.092503987240829,36.669855880566125,0.002338269680436477,0 days 00:08:12.403000064,270 days 22:30:53.630000128,0 days 01:07:27.463500032,0 days 00:01:40.250000128,,0 days 00:08:23.904999936,0 days 00:11:55.844000,,0 days 05:51:26.859000064,176 days 23:06:24.924999936,0 days 00:02:10.036999936,0 days 00:07:41.926999808,0 days 00:04:05.508999936,0 days 00:04:24.776999936,,,,0 days 00:06:43.844999936,0 days 00:08:12.403000064,270 days 22:30:53.630000128,0 days 01:07:27.463500032,0 days 00:01:40.250000128,,0 days 00:08:23.904999936,0 days 00:11:55.844000,,0 days 05:51:26.859000064,176 days 23:06:24.924999936,0 days 00:02:10.036999936,0 days 00:07:41.926999808,0 days 00:04:05.508999936,0 days 00:04:24.776999936,,,,0 days 00:06:43.844999936,14,MULTIPLE_CHOICE
387717,19.089655172413792,2518.1809536781607,1.0,1.0,1.0,42,10.212121212121213,63.467946022621184,0.07746368889583008,0 days 00:05:35.326500096,0 days 00:00:20.503000064,0 days 00:44:36.340000,0 days 00:31:54.606499840,,0 days 15:33:01.305999872,0 days 00:18:26.859000064,,0 days 00:26:21.459500032,0 days 00:03:59.382999808,0 days 00:08:11.732999936,0 days 00:01:41.963000064,0 days 00:04:16.722500096,0 days 00:03:08.582999808,,,,0 days 00:03:34.373500032,0 days 00:05:35.326500096,0 days 00:00:20.503000064,0 days 00:44:36.340000,0 days 00:31:54.606499840,,0 days 15:33:01.305999872,0 days 00:18:26.859000064,,0 days 00:26:21.459500032,0 days 00:03:59.382999808,0 days 00:08:11.732999936,0 days 00:01:41.963000064,0 days 00:04:16.722500096,0 days 00:03:08.582999808,,,,0 days 00:03:34.373500032,15,MULTIPLE_CHOICE
